status,price,bed,bath,acre_lot,city,state,zip_code,house_size,price_per_sqft,bed_bath_ratio,market_segment,luxury_flag,lot_size_bucket,listing_year,listing_month,prev_sold_date
for_sale,239900.0,3.0,2.0,0.14,Sterling,Colorado,80751.0,1850.0,129.68,1.5,mid_market,False,small,,,
for_sale,214000.0,3.0,2.0,0.21,Killeen,Texas,76549.0,1697.0,126.1,1.5,budget,False,small,2016.0,2016-09,2016-09-16
for_sale,195000.0,4.0,3.0,0.12,Chicago,Illinois,60620.0,1505.0,,1.333,budget,False,small,2021.0,2021-01,2021-01-21
sold,549900.0,4.0,3.0,0.16,Saint Helens,Oregon,97051.0,2632.0,208.93,1.333,premium,False,small,2022.0,2022-01,2022-01-14
for_sale,1295000.0,5.0,5.0,0.2,Houston,Texas,77025.0,4033.0,321.1,1.0,luxury,True,small,2011.0,2011-03,2011-03-03
for_sale,429000.0,3.0,2.0,0.22,Fairfield Glade,Tennessee,38558.0,1823.0,235.33,1.5,mid_market,False,small,1996.0,1996-11,1996-11-06
for_sale,89000.0,3.0,2.0,0.32,Ridgeway,Virginia,24148.0,1612.0,55.21,1.5,budget,False,standard,2018.0,2018-01,2018-01-24
sold,689950.0,3.0,2.0,0.02,Seattle,Washington,98122.0,1112.0,620.46,1.5,premium,False,tiny,2021.0,2021-12,2021-12-17
for_sale,185900.0,3.0,2.0,0.32,Bessemer,Alabama,35020.0,1482.0,125.44,1.5,budget,False,standard,2014.0,2014-05,2014-05-06
for_sale,599000.0,2.0,2.0,,Estero,Florida,34135.0,1833.0,326.79,1.0,premium,False,tiny,2015.0,2015-05,2015-05-19
sold,687799.0,5.0,2.0,0.13,Benicia,California,94510.0,1722.0,399.42,2.5,premium,False,small,2022.0,2022-01,2022-01-20
sold,309990.0,4.0,2.0,0.13,Bartow,Florida,33830.0,1817.0,170.61,2.0,mid_market,False,small,2022.0,2022-03,2022-03-29
for_sale,549000.0,4.0,2.0,0.28,Middleton,Wisconsin,53562.0,2475.0,221.82,2.0,premium,False,standard,2018.0,2018-08,2018-08-23
for_sale,610850.0,3.0,4.0,0.09,Wendell,North Carolina,27591.0,2529.0,241.54,0.75,premium,False,tiny,,,
for_sale,273000.0,2.0,1.0,0.09,Banning,California,92220.0,832.0,328.12,2.0,mid_market,False,tiny,2014.0,2014-12,2014-12-17
sold,735000.0,4.0,3.0,0.15,Anaheim,California,92805.0,1400.0,525.0,1.333,premium,False,small,2022.0,2022-02,2022-02-02
for_sale,1475000.0,2.0,2.0,1.34,La Jolla,California,92037.0,1344.0,1097.47,1.0,luxury,True,large,2018.0,2018-01,2018-01-18
for_sale,429900.0,4.0,4.0,0.49,Maumee,Ohio,43537.0,2688.0,159.93,1.0,mid_market,False,standard,2018.0,2018-07,2018-07-10
for_sale,499900.0,5.0,3.0,0.13,Vancouver,Washington,98662.0,1998.0,250.2,1.667,premium,False,small,2019.0,2019-11,2019-11-13
sold,268000.0,3.0,2.0,0.2,Collinsville,Oklahoma,74021.0,2005.0,133.67,1.5,mid_market,False,small,2022.0,2022-02,2022-02-07
sold,419900.0,3.0,3.0,0.19,Victoria,Texas,77904.0,2143.0,195.94,1.0,mid_market,False,small,2022.0,2022-03,2022-03-17
for_sale,425000.0,4.0,3.0,0.23,Capitol Heights,Maryland,20743.0,1940.0,219.07,1.333,mid_market,False,small,2017.0,2017-03,2017-03-31
for_sale,157900.0,3.0,2.0,0.17,Atlanta,Georgia,30318.0,1064.0,148.4,1.5,budget,False,small,2020.0,2020-07,2020-07-02
sold,2088000.0,4.0,2.0,0.15,Sunnyvale,California,94086.0,1691.0,1234.77,2.0,luxury,True,small,2022.0,2022-04,2022-04-25
sold,1650000.0,4.0,3.0,0.17,Sherman Oaks,California,91423.0,2660.0,620.3,1.333,luxury,True,small,2022.0,2022-03,2022-03-25
sold,225000.0,4.0,2.0,0.16,Mesquite,Texas,75150.0,1276.0,176.33,2.0,budget,False,small,2021.0,2021-12,2021-12-01
for_sale,150000.0,2.0,2.0,0.92,Waynesville,North Carolina,28785.0,938.0,159.91,1.0,budget,False,standard,1993.0,1993-07,1993-07-07
for_sale,359000.0,5.0,3.0,0.36,Clipper Mills,California,95930.0,3585.0,100.14,1.667,mid_market,False,standard,2020.0,2020-01,2020-01-06
for_sale,5250000.0,7.0,4.0,,Brooklyn,New York,11215.0,4220.0,1244.08,1.75,luxury,True,tiny,,,
for_sale,190000.0,3.0,2.0,0.05,Glenolden,Pennsylvania,19036.0,1152.0,164.93,1.5,budget,False,tiny,1995.0,1995-05,
for_sale,2495000.0,4.0,5.0,0.25,Las Vegas,Nevada,89135.0,4410.0,565.76,0.8,luxury,True,small,2022.0,2022-01,2022-01-07
for_sale,485000.0,4.0,4.0,0.26,Omaha,Nebraska,68136.0,4083.0,118.79,1.0,mid_market,False,standard,2017.0,2017-05,2017-05-08
sold,275000.0,3.0,3.0,0.09,Newport News,Virginia,23602.0,1939.0,141.83,1.0,mid_market,False,tiny,2021.0,2021-10,2021-10-27
for_sale,499900.0,3.0,2.0,0.19,Gatlinburg,Tennessee,37738.0,1459.0,342.63,1.5,premium,False,small,,,
sold,460000.0,3.0,3.0,0.24,Hemet,California,92543.0,2348.0,195.91,1.0,mid_market,False,small,2022.0,2022-01,2022-01-14
sold,43500.0,1.0,1.0,,Roland,Iowa,50236.0,708.0,61.44,1.0,budget,False,tiny,2022.0,2022-02,2022-02-18
sold,599000.0,2.0,1.0,,Boston,Massachusetts,2135.0,852.0,703.05,2.0,premium,False,tiny,2021.0,2021-12,2021-12-21
for_sale,665000.0,4.0,3.0,0.15,Carmichael,California,95608.0,2580.0,257.75,1.333,premium,False,small,2015.0,2015-07,2015-07-31
for_sale,265000.0,3.0,2.0,,Boynton Beach,Florida,33437.0,1374.0,192.87,1.5,mid_market,False,tiny,1995.0,1995-05,1995-05-01
sold,720000.0,4.0,3.0,0.16,West Sacramento,California,95691.0,2601.0,276.82,1.333,premium,False,small,2021.0,2021-11,2021-11-29
sold,315000.0,3.0,2.0,0.27,Edmond,Oklahoma,73013.0,2052.0,153.51,1.5,mid_market,False,standard,2022.0,2022-04,2022-04-20
sold,79900.0,3.0,1.0,0.21,Scott City,Missouri,63780.0,1025.0,77.95,3.0,budget,False,small,2022.0,2022-03,2022-03-22
sold,540000.0,3.0,4.0,1.0,Kingston,New York,12401.0,3260.0,165.64,0.75,premium,False,standard,2021.0,2021-12,2021-12-30
for_sale,850000.0,4.0,5.0,1.31,Chalfont,Pennsylvania,18914.0,3797.0,223.86,0.8,premium,False,large,2003.0,2003-11,2003-11-19
sold,579000.0,4.0,3.0,0.68,Gulf Breeze,Florida,32563.0,2614.0,221.5,1.333,premium,False,standard,2022.0,2022-02,2022-02-11
for_sale,199900.0,3.0,2.0,0.33,Ocala,Florida,34473.0,1176.0,169.98,1.5,budget,False,standard,2019.0,2019-04,2019-04-08
sold,309999.0,3.0,3.0,0.04,Manassas,Virginia,20110.0,1288.0,240.68,1.0,mid_market,False,tiny,2022.0,2022-03,2022-03-28
sold,213000.0,3.0,2.0,,Baltimore,Maryland,21239.0,1500.0,142.0,1.5,budget,False,tiny,2021.0,2021-10,2021-10-28
for_sale,439900.0,4.0,2.0,0.05,Baltimore,Maryland,21212.0,1663.0,264.52,2.0,mid_market,False,tiny,2005.0,2005-06,2005-06-24
sold,159900.0,2.0,1.0,15.8,Hoffman Estates,Illinois,60169.0,700.0,228.43,2.0,budget,False,estate,2022.0,2022-03,2022-03-11
for_sale,499900.0,5.0,4.0,0.14,Rochester,New York,14607.0,5208.0,95.99,1.25,premium,False,small,2018.0,2018-09,2018-09-20
sold,205000.0,3.0,,0.13,El Paso,Texas,79912.0,1682.0,121.88,1.0,budget,False,small,2021.0,2021-11,2021-11-08
sold,490000.0,4.0,2.0,0.15,Arlington Heights,Illinois,60004.0,2655.0,184.56,2.0,mid_market,False,small,2021.0,2021-11,2021-11-19
sold,459000.0,2.0,2.0,0.17,Casa Grande,Arizona,85194.0,2007.0,228.7,1.0,mid_market,False,small,2022.0,2022-01,2022-01-31
for_sale,895000.0,5.0,5.0,3.97,Covington,Louisiana,70435.0,4800.0,186.46,1.0,premium,False,large,2014.0,2014-03,2014-03-03
sold,149900.0,3.0,1.0,0.15,Appleton,Wisconsin,54911.0,1328.0,112.88,3.0,budget,False,small,2021.0,2021-11,2021-11-05
for_sale,425000.0,3.0,2.0,0.18,Mount Prospect,Illinois,60056.0,1401.0,303.35,1.5,mid_market,False,small,2019.0,2019-01,2019-01-11
for_sale,110000.0,2.0,1.0,0.11,Saint Louis,Missouri,63111.0,1240.0,88.71,2.0,budget,False,small,,,
sold,250000.0,3.0,1.0,0.32,Woodsboro,Maryland,21798.0,1000.0,250.0,3.0,mid_market,False,standard,2021.0,2021-11,2021-11-12
for_sale,485000.0,2.0,3.0,0.73,Lake Balboa,California,91406.0,1332.0,364.11,0.667,mid_market,False,standard,,,
for_sale,346690.0,3.0,3.0,0.14,Plainfield,Illinois,60586.0,1853.0,187.1,1.0,mid_market,False,small,,,
sold,450000.0,3.0,2.0,2.34,North Hollywood,California,91606.0,1351.0,333.09,1.5,mid_market,False,large,2022.0,2022-05,2022-05-03
sold,325000.0,3.0,2.0,0.53,Hyde Park,New York,12538.0,1647.0,197.33,1.5,mid_market,False,standard,2021.0,2021-11,2021-11-29
for_sale,446990.0,3.0,3.0,0.14,Kuna,Idaho,83634.0,2041.0,219.01,1.0,mid_market,False,small,2022.0,2022-11,2022-11-15
sold,289900.0,3.0,2.0,,Churchville,New York,14428.0,1662.0,174.43,1.5,mid_market,False,tiny,2022.0,2022-02,2022-02-24
sold,389000.0,3.0,1.0,0.19,Richmond,Virginia,23226.0,1343.0,289.65,3.0,mid_market,False,small,2021.0,2021-12,2021-12-21
sold,639000.0,3.0,2.0,0.23,Wilmington,Massachusetts,1887.0,1317.0,485.19,1.5,premium,False,small,2021.0,2021-11,2021-11-05
for_sale,319120.0,4.0,2.0,0.19,Louisville,Kentucky,40229.0,1771.0,180.19,2.0,mid_market,False,small,,,
sold,429000.0,2.0,2.0,0.11,Sacramento,California,95823.0,1402.0,305.99,1.0,mid_market,False,small,2022.0,2022-03,2022-03-02
sold,221000.0,2.0,2.0,,Plainfield,Illinois,60586.0,1416.0,156.07,1.0,budget,False,tiny,2022.0,2022-04,2022-04-26
sold,669900.0,4.0,4.0,0.26,Plumas Lake,California,95961.0,3305.0,202.69,1.0,premium,False,standard,2022.0,2022-03,2022-03-14
for_sale,513910.0,5.0,5.0,0.57,Providence Forge,Virginia,23140.0,3703.0,138.78,1.0,premium,False,standard,2004.0,2004-12,2004-12-29
for_sale,975000.0,3.0,2.0,2.9,Central Point,Oregon,97502.0,1157.0,842.7,1.5,premium,False,large,2004.0,2004-08,2004-08-18
for_sale,260000.0,3.0,2.0,0.17,Houston,Texas,77084.0,1880.0,138.3,1.5,mid_market,False,small,1997.0,1997-04,
for_sale,230000.0,3.0,2.0,0.24,Humble,Texas,77396.0,1762.0,130.53,1.5,budget,False,small,2016.0,2016-04,2016-04-11
sold,1195000.0,3.0,2.0,0.15,Fountain Valley,California,92708.0,1802.0,663.15,1.5,luxury,True,small,2022.0,2022-05,2022-05-02
for_sale,554900.0,4.0,4.0,0.05,Atlanta,Georgia,30345.0,2554.0,217.27,1.0,premium,False,tiny,2019.0,2019-08,2019-08-16
for_sale,570000.0,2.0,2.0,0.1,Elk Grove,California,95757.0,1343.0,424.42,1.0,premium,False,tiny,2010.0,2010-12,2010-12-17
sold,560000.0,3.0,4.0,15.0,Clinton,Tennessee,37716.0,2827.0,198.09,0.75,premium,False,estate,2021.0,2021-11,2021-11-04
for_sale,329900.0,4.0,3.0,1.4,Fredonia,New York,14063.0,2319.0,142.26,1.333,mid_market,False,large,,,
sold,589968.0,3.0,4.0,,Sandy Springs,Georgia,30328.0,1896.0,311.16,0.75,premium,False,tiny,2022.0,2022-04,2022-04-14
for_sale,2500000.0,5.0,8.0,0.52,Lafayette,Louisiana,70503.0,8000.0,312.5,0.625,luxury,True,standard,2016.0,2016-02,2016-02-02
sold,595000.0,6.0,2.0,0.06,Los Angeles,California,90032.0,1812.0,328.37,3.0,premium,False,tiny,2021.0,2021-12,2021-12-15
for_sale,399900.0,3.0,2.0,0.13,Medina,Minnesota,55359.0,2055.0,194.6,1.5,mid_market,False,small,2005.0,2005-08,2005-08-04
for_sale,451845.0,3.0,5.0,0.28,Chesterfield,Virginia,23832.0,2544.0,177.61,0.6,mid_market,False,standard,2022.0,2022-02,2022-02-10
for_sale,350000.0,3.0,2.0,20.09,Lake Cormorant,Mississippi,38641.0,1326.0,263.95,1.5,mid_market,False,estate,,,
for_sale,288000.0,4.0,2.0,0.2,Houston,Texas,77036.0,2379.0,121.06,2.0,mid_market,False,small,,,
sold,169000.0,2.0,2.0,,Longs,South Carolina,29568.0,1020.0,165.69,1.0,budget,False,tiny,2022.0,2022-01,2022-01-11
sold,349900.0,2.0,2.0,18.0,Chicago,Illinois,60641.0,1387.0,252.27,1.0,mid_market,False,estate,2022.0,2022-03,2022-03-31
sold,382160.0,4.0,3.0,,Dallas,Georgia,30132.0,2570.0,148.7,1.333,mid_market,False,tiny,2022.0,2022-02,2022-02-23
for_sale,329950.0,3.0,2.0,0.79,Powhatan,Virginia,23139.0,1600.0,206.22,1.5,mid_market,False,standard,2022.0,2022-04,2022-04-08
for_sale,115000.0,2.0,1.0,1.8,Cedarville,New Jersey,8311.0,768.0,149.74,2.0,budget,False,large,2017.0,2017-03,2017-03-21
for_sale,1009950.0,5.0,3.0,0.22,Buckley,Washington,98321.0,3134.0,322.26,1.667,luxury,True,small,,,
for_sale,555000.0,6.0,3.0,4.84,Woodford,Virginia,22580.0,3808.0,145.75,2.0,premium,False,large,2015.0,2015-06,2015-06-05
sold,289900.0,5.0,3.0,0.12,Athol,Massachusetts,1331.0,2138.0,135.59,1.667,mid_market,False,small,2022.0,2022-03,2022-03-31
sold,65500.0,2.0,2.0,,Dover,Pennsylvania,17315.0,1022.0,64.09,1.0,budget,False,tiny,2022.0,2022-04,2022-04-11
sold,100000.0,3.0,1.0,0.16,Troy,Illinois,62294.0,960.0,104.17,3.0,budget,False,small,2021.0,2021-11,2021-11-24
sold,499990.0,3.0,4.0,0.03,Houston,Texas,77007.0,2142.0,233.42,0.75,premium,False,tiny,2022.0,2022-02,
for_sale,798000.0,3.0,3.0,0.08,Santa Fe,New Mexico,87501.0,1871.0,426.51,1.0,premium,False,tiny,,,
for_sale,630000.0,4.0,4.0,4.32,Ocean Springs,Mississippi,39564.0,3358.0,187.61,1.0,premium,False,large,2021.0,2021-11,2021-11-17
for_sale,159000.0,2.0,3.0,,Griswold,Connecticut,6351.0,1340.0,118.66,0.667,budget,False,tiny,,,
for_sale,152500.0,7.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,52.37,3.5,budget,False,small,2020.0,2020-07,2020-07-02
sold,350000.0,3.0,3.0,0.11,Pasadena,Maryland,21122.0,1636.0,213.94,1.0,mid_market,False,small,2022.0,2022-03,2022-03-01
sold,1499000.0,4.0,4.0,0.23,Lake Arrowhead,California,92352.0,2901.0,516.72,1.0,luxury,True,small,2022.0,2022-03,2022-03-24
sold,60000.0,3.0,2.0,0.12,Cleveland Heights,Ohio,44118.0,1592.0,37.69,1.5,budget,False,small,2022.0,2022-02,2022-02-14
sold,549000.0,3.0,4.0,0.27,Montgomery,Texas,77356.0,3577.0,153.48,0.75,premium,False,standard,2021.0,2021-11,2021-11-19
sold,125000.0,1.0,1.0,,,New York,12603.0,925.0,135.14,1.0,budget,False,tiny,2022.0,2022-03,2022-03-04
sold,329999.0,4.0,2.0,0.29,Poinciana,Florida,34759.0,1826.0,180.72,2.0,mid_market,False,standard,2022.0,2022-02,2022-02-04
for_sale,142500.0,4.0,2.0,0.26,Frankfort,Indiana,46041.0,2852.0,49.96,2.0,budget,False,standard,2021.0,2021-11,2021-11-09
sold,269900.0,4.0,4.0,0.32,Warren,Ohio,44484.0,2352.0,114.75,1.0,mid_market,False,standard,2021.0,2021-12,2021-12-22
for_sale,335000.0,4.0,2.0,0.22,New Hope,Minnesota,55428.0,1756.0,190.77,2.0,mid_market,False,small,1994.0,1994-05,1994-05-18
sold,530000.0,5.0,4.0,1.01,King George,Virginia,22485.0,5196.0,102.0,1.25,premium,False,large,2021.0,2021-10,2021-10-29
for_sale,159900.0,3.0,2.0,0.11,Cleveland,Ohio,44111.0,1744.0,91.69,1.5,budget,False,small,2004.0,2004-10,2004-10-21
for_sale,189000.0,3.0,2.0,0.13,Lackawanna,New York,14218.0,1482.0,127.53,1.5,budget,False,small,2016.0,2016-04,2016-04-01
sold,297000.0,5.0,2.0,,Shorewood,Illinois,60404.0,2327.0,127.63,2.5,mid_market,False,tiny,2022.0,2022-03,2022-03-31
for_sale,699000.0,3.0,3.0,,Mission Viejo,California,92692.0,1191.0,586.9,1.0,premium,False,tiny,1999.0,1999-04,1999-04-09
for_sale,335000.0,1.0,1.0,,Chicago,Illinois,60601.0,825.0,406.06,1.0,mid_market,False,tiny,2017.0,2017-09,2017-09-13
sold,399000.0,3.0,4.0,0.26,Bridgeport,West Virginia,26330.0,2608.0,152.99,0.75,mid_market,False,standard,2022.0,2022-03,2022-03-17
sold,215000.0,3.0,2.0,,Jacksonville,Florida,32207.0,1280.0,167.97,1.5,budget,False,tiny,2022.0,2022-04,2022-04-08
for_sale,342000.0,4.0,3.0,0.11,Fayetteville,North Carolina,28305.0,2100.0,162.86,1.333,mid_market,False,small,,,
for_sale,2625000.0,9.0,9.0,0.11,Oregon City,Oregon,97045.0,4340.0,604.84,1.0,luxury,True,small,2016.0,2016-04,2016-04-26
for_sale,1150000.0,3.0,3.0,0.09,Malibu,California,90265.0,1681.0,684.12,1.0,luxury,True,tiny,2020.0,2020-10,2020-10-15
sold,625000.0,3.0,3.0,0.09,Vacaville,California,95687.0,1656.0,377.42,1.0,premium,False,tiny,2022.0,2022-03,2022-03-28
sold,705000.0,5.0,5.0,0.82,York,Pennsylvania,17403.0,5304.0,132.92,1.0,premium,False,standard,2022.0,2022-04,2022-04-18
for_sale,350000.0,4.0,3.0,1.05,Lansing,Kansas,66043.0,2346.0,149.19,1.333,mid_market,False,large,,,
sold,3450000.0,5.0,3.0,0.2,Sunnyvale,California,94087.0,3343.0,1032.01,1.667,luxury,True,small,2022.0,2022-03,2022-03-11
for_sale,224900.0,3.0,2.0,,Maryland Heights,Missouri,63043.0,1524.0,147.57,1.5,budget,False,small,2021.0,2021-12,2021-12-13
for_sale,399900.0,3.0,2.0,,Whitefish Bay,Wisconsin,53211.0,2464.0,162.3,1.5,mid_market,False,small,,,
sold,335000.0,3.0,2.0,0.2,,South Carolina,29576.0,1941.0,172.59,1.5,mid_market,False,small,2022.0,2022-04,2022-04-20
for_sale,259900.0,3.0,2.0,0.25,Shepherdsville,Kentucky,40165.0,1661.0,156.47,1.5,mid_market,False,small,2001.0,2001-07,2001-07-01
sold,192127.0,3.0,1.0,0.27,Aurora,Illinois,60506.0,1084.0,177.24,3.0,budget,False,standard,2022.0,2022-01,2022-01-26
sold,300000.0,2.0,3.0,0.04,Baltimore,Maryland,21209.0,1656.0,181.16,0.667,mid_market,False,tiny,2022.0,2022-04,2022-04-20
for_sale,525000.0,3.0,2.0,0.31,Mead,Washington,99021.0,2908.0,180.54,1.5,premium,False,standard,2011.0,2011-09,2011-09-27
for_sale,400000.0,2.0,3.0,0.06,Frisco,Texas,75034.0,1881.0,,0.667,mid_market,False,tiny,2012.0,2012-11,2012-11-20
sold,125000.0,3.0,2.0,0.17,Yukon,Oklahoma,73099.0,1301.0,96.08,1.5,budget,False,small,2021.0,2021-11,2021-11-24
sold,239900.0,2.0,2.0,1.01,Elkton,Maryland,21921.0,2142.0,112.0,1.0,mid_market,False,large,2021.0,2021-11,2021-11-29
for_sale,65000.0,4.0,1.0,0.8,Bay City,Michigan,48706.0,1180.0,55.08,4.0,budget,False,standard,,,
for_sale,1200000.0,6.0,8.0,8.5,Willard,Missouri,65781.0,12595.0,95.28,0.75,luxury,True,estate,2016.0,2016-12,2016-12-02
for_sale,325000.0,3.0,1.0,0.59,Westfir,Oregon,97492.0,1472.0,220.79,3.0,mid_market,False,standard,1996.0,1996-07,1996-07-02
sold,595665.0,5.0,4.0,0.32,Colusa,California,95932.0,2523.0,236.09,1.25,premium,False,standard,2022.0,2022-04,2022-04-21
for_sale,440000.0,3.0,3.0,0.06,Clovis,California,93619.0,1608.0,273.63,1.0,mid_market,False,tiny,2021.0,2021-08,2021-08-04
for_sale,199000.0,3.0,2.0,0.19,Midland,Texas,79703.0,1251.0,159.07,1.5,budget,False,small,2021.0,2021-05,2021-05-14
for_sale,198500.0,3.0,1.0,1.71,Castleton On Hudson,New York,12033.0,1101.0,180.29,3.0,budget,False,large,2017.0,2017-06,2017-06-07
sold,789000.0,3.0,2.0,,Boston,Massachusetts,2128.0,1233.0,639.9,1.5,premium,False,tiny,2022.0,2022-04,2022-04-08
for_sale,268000.0,3.0,,0.1,Omaha,Nebraska,68144.0,1208.0,221.85,1.0,mid_market,False,tiny,2019.0,2019-02,2019-02-27
for_sale,859999.0,3.0,3.0,0.07,North Hollywood,California,91605.0,1559.0,551.64,1.0,premium,False,tiny,2017.0,2017-03,2017-03-10
for_sale,215900.0,3.0,3.0,,Wheatland,Wyoming,82201.0,2130.0,101.36,1.0,budget,False,tiny,2022.0,2022-05,2022-05-31
sold,650000.0,3.0,2.0,0.05,Camarillo,California,93012.0,1284.0,506.23,1.5,premium,False,tiny,2021.0,2021-11,2021-11-16
for_sale,450000.0,4.0,2.0,0.23,Coeur d'Alene,Idaho,83815.0,2484.0,181.16,2.0,mid_market,False,small,,,
for_sale,289000.0,3.0,2.0,0.27,Freeport,Texas,77541.0,1642.0,176.0,1.5,mid_market,False,standard,2006.0,2006-11,2006-11-13
sold,626000.0,3.0,4.0,,Atlanta,Georgia,30316.0,2277.0,274.92,0.75,premium,False,tiny,2022.0,2022-03,2022-03-30
sold,2050000.0,3.0,3.0,0.19,,California,95135.0,2170.0,944.7,1.0,luxury,True,small,2021.0,2021-11,2021-11-10
sold,519990.0,3.0,2.0,0.21,Palmdale,California,93551.0,1578.0,329.52,1.5,premium,False,small,2021.0,2021-11,
sold,699999.0,3.0,3.0,0.05,Staten Island,New York,10312.0,2392.0,292.64,1.0,premium,False,tiny,2022.0,2022-02,2022-02-10
for_sale,359900.0,3.0,2.0,0.26,Deland,Florida,32720.0,1902.0,189.22,1.5,mid_market,False,standard,2021.0,2021-02,2021-02-19
sold,330000.0,2.0,1.0,,Chicago,Illinois,60613.0,1400.0,235.71,2.0,mid_market,False,tiny,2022.0,2022-04,2022-04-15
for_sale,720000.0,5.0,4.0,0.17,Wildomar,California,92595.0,2678.0,268.86,1.25,premium,False,small,2011.0,2011-12,2011-12-20
for_sale,104900.0,3.0,1.0,0.1,Toledo,Ohio,43614.0,1255.0,83.59,3.0,budget,False,tiny,2016.0,2016-04,2016-04-11
for_sale,1895000.0,8.0,4.0,0.11,Oakland,California,94611.0,3388.0,559.33,2.0,luxury,True,small,,,
sold,650000.0,3.0,2.0,0.15,Vancouver,Washington,98682.0,1902.0,341.75,1.5,premium,False,small,2022.0,2022-04,2022-04-01
sold,375000.0,2.0,2.0,0.07,Bremerton,Washington,98312.0,1224.0,306.37,1.0,mid_market,False,tiny,2022.0,2022-04,2022-04-12
sold,2199000.0,6.0,8.0,0.21,Reunion,Florida,34747.0,5955.0,369.27,0.75,luxury,True,small,2022.0,2022-03,2022-03-31
for_sale,4499995.0,5.0,6.0,1.0,Scottsdale,Arizona,85260.0,6459.0,696.7,0.833,luxury,True,standard,2000.0,2000-07,2000-07-31
sold,284900.0,2.0,2.0,,Farmington,New York,14425.0,1459.0,195.27,1.0,mid_market,False,tiny,2021.0,2021-12,2021-12-17
sold,477900.0,5.0,2.0,0.14,Lowell,Massachusetts,1851.0,2713.0,176.15,2.5,mid_market,False,small,2021.0,2021-12,2021-12-30
sold,284900.0,3.0,2.0,0.46,Traverse City,Michigan,49685.0,1752.0,162.61,1.5,mid_market,False,standard,2022.0,2022-03,
for_sale,415000.0,2.0,2.0,0.15,Frisco,Texas,75036.0,1675.0,247.76,1.0,mid_market,False,small,2018.0,2018-01,2018-01-23
for_sale,5995000.0,5.0,5.0,0.26,Fort Lauderdale,Florida,33304.0,5489.0,1092.18,1.0,luxury,True,standard,2018.0,2018-12,2018-12-03
sold,299900.0,4.0,2.0,0.26,Fort Worth,Texas,76133.0,2084.0,143.91,2.0,mid_market,False,standard,2021.0,2021-12,2021-12-10
sold,435000.0,4.0,4.0,0.21,Richmond,Texas,77407.0,3193.0,136.24,1.0,mid_market,False,small,2022.0,2022-02,2022-02-15
for_sale,669990.0,3.0,3.0,,Lewes,Delaware,19958.0,2690.0,249.07,1.0,premium,False,tiny,,,
sold,285000.0,4.0,4.0,0.28,Des Moines,Iowa,50321.0,1832.0,155.57,1.0,mid_market,False,standard,2021.0,2021-11,2021-11-10
for_sale,495000.0,3.0,2.0,0.11,Montrose,Colorado,81401.0,1662.0,297.83,1.5,premium,False,small,,,
sold,690000.0,3.0,3.0,1.78,Castle Rock,Washington,98611.0,2421.0,285.01,1.0,premium,False,large,2021.0,2021-12,2021-12-23
sold,75000.0,3.0,2.0,0.23,Grants,New Mexico,87020.0,1216.0,61.68,1.5,budget,False,small,2022.0,2022-03,2022-03-08
for_sale,319900.0,3.0,3.0,0.6,Weslaco,Texas,78599.0,2270.0,140.93,1.0,mid_market,False,standard,2021.0,2021-07,2021-07-28
for_sale,639000.0,3.0,3.0,0.11,Houston,Texas,77009.0,2163.0,295.42,1.0,premium,False,small,,,
sold,279900.0,3.0,2.0,0.33,Colonial Beach,Virginia,22443.0,1500.0,186.6,1.5,mid_market,False,standard,2022.0,2022-02,2022-02-02
for_sale,314900.0,3.0,2.0,0.04,Pinetop,Arizona,85935.0,1583.0,198.93,1.5,mid_market,False,tiny,2022.0,2022-04,2022-04-12
sold,155000.0,3.0,1.0,0.14,Farmington,New Mexico,87401.0,1272.0,121.86,3.0,budget,False,small,2021.0,2021-11,2021-11-22
sold,384000.0,3.0,2.0,0.19,Phoenix,Arizona,85029.0,1468.0,261.58,1.5,mid_market,False,small,2022.0,2022-03,2022-03-29
for_sale,639139.0,4.0,4.0,,Broussard,Louisiana,70518.0,2791.0,229.0,1.0,premium,False,tiny,,,
for_sale,399000.0,3.0,3.0,0.04,Burnsville,Minnesota,55306.0,1877.0,212.57,1.0,mid_market,False,tiny,,,
for_sale,325000.0,2.0,2.0,,Philadelphia,Pennsylvania,19106.0,1300.0,250.0,1.0,mid_market,False,tiny,2020.0,2020-03,2020-03-13
sold,349000.0,3.0,2.0,0.2,Jacksonville,Florida,32217.0,1506.0,231.74,1.5,mid_market,False,small,2022.0,2022-04,2022-04-21
for_sale,574996.0,4.0,4.0,,Sachse,Texas,75048.0,3926.0,146.46,1.0,premium,False,standard,2017.0,2017-02,2017-02-09
for_sale,159900.0,3.0,2.0,2.07,Stanwood,Michigan,49346.0,984.0,162.5,1.5,budget,False,large,,,
sold,304540.0,3.0,3.0,0.12,Tucson,Arizona,85756.0,2070.0,147.12,1.0,mid_market,False,small,2021.0,2021-12,2021-12-03
for_sale,265000.0,3.0,2.0,0.66,Oolitic,Indiana,47451.0,2067.0,128.21,1.5,mid_market,False,standard,2021.0,2021-02,2021-02-19
for_sale,495000.0,3.0,2.0,10.89,Terrell,Texas,75161.0,1755.0,282.05,1.5,premium,False,estate,,,
sold,337000.0,3.0,2.0,0.43,Blaine,Minnesota,55434.0,1908.0,176.62,1.5,mid_market,False,standard,2022.0,2022-04,2022-04-29
